hpx6,n_stars,avg_parallax
13855,28255,0.5255652552657276
13840,22257,0.5793132847419682
38414,30270,0.28952544508940353
38417,104984,0.2975887937609049
38415,114955,0.3005636286691691
38416,122509,0.29120511688051803
38419,35942,0.3152625061991604
38418,105034,0.29212618894360637
37677,54821,0.35826012412481023
37681,88160,0.307931351841925
37682,71414,0.33772364194159255
37679,62790,0.34906444822369753
37680,74780,0.33405589533561925
37683,87875,0.30772060822492686
37684,19413,0.30816158782928865
37678,52563,0.3821479479229106
37926,277587,0.27787620016775444
37925,72397,0.2270830619610415
37927,173859,0.2597572233650516
47786,230834,0.23336489379018527
47785,278229,0.25048630526464044
47784,38157,0.2462922872839626
37339,45909,0.3298714398635203
37340,253226,0.26134251581256496
37342,13603,0.31910866467097776
37341,203971,0.29211602732464265
41697,156959,0.32064054936738984
41699,173154,0.3215612064276057
41698,190447,0.3729831744774756
43140,27412,0.25216897537576655
43137,70580,0.255970583076227
43138,218154,0.2621474726197901
43139,203597,0.25512089984998765
48803,40052,0.4326102301052781
48798,24699,0.48923169865092675
48793,23636,0.5091566979926178
48804,35483,0.4456459829700676
48800,39056,0.4318105178193705
48792,12762,0.49162813332495814
48796,22556,0.5136359050851906
48797,23244,0.513748807306947
48805,32462,0.4489783272330956
48802,43289,0.41515656569189524
48806,39216,0.4339223991243186
48799,24721,0.5005235778492343
48801,37029,0.4470667348576397
48795,25618,0.48703821970568745
48794,27549,0.4807779064307458
48808,20625,0.3926706373552401
48807,36717,0.4381828274304559
29727,47411,0.42121123880280903
29729,89768,0.3512475825969321
29731,38091,0.33153974086076554
29726,52206,0.3986924919373395
29725,44011,0.41407842099404923
29728,98174,0.33477502995232716
29724,32989,0.3987505663822558
29730,114302,0.32689006642651736
32099,148831,0.3082489927255195
32097,117800,0.3183206551310085
32100,107109,0.2794167432638866
32098,140091,0.3246272447538494
33147,8674,0.5187269017448195
33139,47244,0.10665837483464632
33151,7042,0.6833650119916336
33150,7521,0.6038877662895841
33144,27099,0.1914530260093811
33137,86378,0.02587326501257729
33145,19507,0.2510436642709198
33140,74253,0.057923770802644804
33143,23261,0.22011115487294733
33153,5779,0.6581676525401406
33149,9161,0.5213710667897171
33141,55662,0.0869648117157731
33148,12989,0.37388267710902895
33142,36294,0.1341305415822884
33146,10388,0.4689292595412983
33138,83528,0.05893547239016007
33152,6765,0.6723960866525753
41649,332911,0.21418054072220777
41648,195737,0.20692133728182907
41630,531470,0.21508510632597871
14360,336477,0.24784630215091036
14359,182239,0.3352367241130373
28959,88927,0.2690174840956149
28960,474830,0.21326117965093602
42535,170001,0.2892031067613206
42536,257132,0.2813697785701828
42537,85982,0.28621768981963897
42366,217060,0.22059136847946556
42367,332856,0.21642299391793046
30684,172218,0.2734882404342194
30683,230253,0.30615032713867707
30682,100445,0.3036673631430295
28738,226458,0.18018871478743043
28739,321454,0.2088302188003783
30527,266157,0.2921070544184667
30526,132995,0.27021053428843883
30528,96347,0.3704827230064415
30529,10898,0.3939952783226545
42570,156787,0.32496046288348107
42572,140913,0.30882225484158304
42571,204613,0.3109493833273704
42833,391445,0.20305264964195993
42832,170382,0.21728426679142857
28817,492697,0.19552646523109185
28816,172858,0.2730332949311684
42314,257270,0.2600383201718363
42315,343681,0.2622307391000338
46672,4649,0.8234728799162503
46720,7082,0.7423987071889727
46647,5678,0.7639588555435675
46711,4589,0.8656166854426394
46662,4910,0.853482254977111
46689,5314,0.7519966108343811
46704,5210,0.7935991691764845
46717,4789,0.8724921885050165
46660,4750,0.8252833248448563
46705,4861,0.8437816460994076
46698,5790,0.8263683268948815
46707,5097,0.8217348497636047
46682,4975,0.837927979560027
46656,4934,0.8447552183870545
46657,4939,0.827623858308749
46644,5794,0.8075708900205233
46635,6506,0.7463432683481448
46684,4675,0.8605007327814638
46722,7262,0.7443655814123852
46666,5164,0.8259047898620295
46638,6542,0.7141929261900435
46699,5446,0.7873778518715714
46661,4568,0.8180199199209958
46685,4402,0.8151904357299009
46629,6148,0.8099664228801328
46703,5572,0.8192496154559189
